	Trait	TrainSet	ValidSet	Model	Test_Accuracy	Valid_Accuracy	MSE	Runtime	Leaves	Trees
179	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	500.0	500.0
180	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	1000.0	50.0
181	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	1000.0	50.0
182	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	1000.0	50.0
183	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	1000.0	100.0
184	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	1000.0	100.0
185	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	1000.0	100.0
186	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.24120521102090736	5.056617971328073	0.0	1000.0	200.0
187	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.2412052110209073	5.056617971328073	0.0	1000.0	200.0
188	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.24120521102090736	5.056617971328073	0.0	1000.0	200.0
189	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	1000.0	500.0
190	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	1000.0	500.0
191	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	1000.0	500.0
192	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	2000.0	50.0
193	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	2000.0	50.0
194	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	2000.0	50.0
195	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	2000.0	100.0
196	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	2000.0	100.0
197	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	2000.0	100.0
198	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.2412052110209073	5.056617971328073	0.0	2000.0	200.0
199	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.24120521102090736	5.056617971328073	0.0	2000.0	200.0
200	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.24120521102090736	5.056617971328073	0.0	2000.0	200.0
201	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	2000.0	500.0
202	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	2000.0	500.0
203	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	2000.0	500.0
204	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	5000.0	50.0
205	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	5000.0	50.0
206	smut	[1, 2, 4, 5]	3	RF	0.37868397558018435	0.2404244243174701	5.072576032291209	0.0	5000.0	50.0
207	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	5000.0	100.0
208	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	5000.0	100.0
209	smut	[1, 2, 4, 5]	3	RF	0.38637010872999733	0.2411671195090542	5.062960121972699	0.0	5000.0	100.0
210	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.2412052110209073	5.056617971328073	0.0	5000.0	200.0
211	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.24120521102090736	5.056617971328073	0.0	5000.0	200.0
212	smut	[1, 2, 4, 5]	3	RF	0.3972236372486876	0.24120521102090736	5.056617971328073	0.0	5000.0	200.0
213	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	5000.0	500.0
214	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	5000.0	500.0
215	smut	[1, 2, 4, 5]	3	RF	0.39719571526092645	0.24660193699036728	5.034189165998976	0.0	5000.0	500.0
216	smut	[1, 2, 3, 5]	4	RF	0.2894996797298776	0.30010176984608894	4.909486424048707	0.0	50.0	50.0
217	smut	[1, 2, 3, 5]	4	RF	0.2894996797298776	0.30010176984608894	4.909486424048707	0.0	50.0	50.0
218	smut	[1, 2, 3, 5]	4	RF	0.2894996797298776	0.30010176984608894	4.909486424048707	0.0	50.0	50.0
219	smut	[1, 2, 3, 5]	4	RF	0.3162836070871358	0.29836913285416383	4.905292384931506	0.0	50.0	100.0
220	smut	[1, 2, 3, 5]	4	RF	0.3162836070871358	0.29836913285416383	4.905292384931506	0.0	50.0	100.0
221	smut	[1, 2, 3, 5]	4	RF	0.3162836070871359	0.29836913285416383	4.905292384931506	0.0	50.0	100.0
222	smut	[1, 2, 3, 5]	4	RF	0.3174280917988212	0.30281805920690696	4.882114405736496	0.0	50.0	200.0
223	smut	[1, 2, 3, 5]	4	RF	0.3174280917988212	0.30281805920690696	4.882114405736496	0.0	50.0	200.0
224	smut	[1, 2, 3, 5]	4	RF	0.3174280917988212	0.30281805920690696	4.882114405736496	0.0	50.0	200.0
225	smut	[1, 2, 3, 5]	4	RF	0.3289901400880658	0.30558435825299507	4.870326251098748	0.0	50.0	500.0
226	smut	[1, 2, 3, 5]	4	RF	0.32899014008806576	0.30558435825299507	4.870326251098748	0.0	50.0	500.0
227	smut	[1, 2, 3, 5]	4	RF	0.3289901400880658	0.30558435825299507	4.870326251098748	0.0	50.0	500.0
228	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	100.0	50.0
229	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	100.0	50.0
230	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	100.0	50.0
231	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	100.0	100.0
232	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	100.0	100.0
233	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	100.0	100.0
234	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	100.0	200.0
235	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	100.0	200.0
236	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	100.0	200.0
237	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	100.0	500.0
238	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	100.0	500.0
239	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	100.0	500.0
240	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	500.0	50.0
241	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	500.0	50.0
242	smut	[1, 2, 3, 5]	4	RF	0.2973783995663376	0.28574671717877653	4.962078807153729	0.0	500.0	50.0
243	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	500.0	100.0
244	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	500.0	100.0
245	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	500.0	100.0
246	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	500.0	200.0
247	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	500.0	200.0
248	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	500.0	200.0
249	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	500.0	500.0
250	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	500.0	500.0
251	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	500.0	500.0
252	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	1000.0	50.0
253	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	1000.0	50.0
254	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	1000.0	50.0
255	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	1000.0	100.0
256	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	1000.0	100.0
257	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	1000.0	100.0
258	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	1000.0	200.0
259	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	1000.0	200.0
260	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	1000.0	200.0
261	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	1000.0	500.0
262	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	1000.0	500.0
263	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	1000.0	500.0
264	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	2000.0	50.0
265	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	2000.0	50.0
266	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	2000.0	50.0
267	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	2000.0	100.0
268	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	2000.0	100.0
269	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	2000.0	100.0
270	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	2000.0	200.0
271	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	2000.0	200.0
272	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	2000.0	200.0
273	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	2000.0	500.0
274	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	2000.0	500.0
275	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	2000.0	500.0
276	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	5000.0	50.0
277	smut	[1, 2, 3, 5]	4	RF	0.2973783995663376	0.28574671717877653	4.962078807153729	0.0	5000.0	50.0
278	smut	[1, 2, 3, 5]	4	RF	0.29737839956633755	0.28574671717877653	4.962078807153729	0.0	5000.0	50.0
279	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	5000.0	100.0
280	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	5000.0	100.0
281	smut	[1, 2, 3, 5]	4	RF	0.3193928734453176	0.2911639735069524	4.937996917960427	0.0	5000.0	100.0
282	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	5000.0	200.0
283	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	5000.0	200.0
284	smut	[1, 2, 3, 5]	4	RF	0.3207739504512095	0.29339110783076044	4.921089932905251	0.0	5000.0	200.0
285	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	5000.0	500.0
286	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	5000.0	500.0
287	smut	[1, 2, 3, 5]	4	RF	0.3180351802342561	0.28903942965707363	4.932156300534247	0.0	5000.0	500.0
288	smut	[1, 2, 3, 4]	5	RF	0.2581858598952017	0.33949248512922864	5.5812982140142875	0.0	50.0	50.0
289	smut	[1, 2, 3, 4]	5	RF	0.2581858598952017	0.33949248512922864	5.5812982140142875	0.0	50.0	50.0
290	smut	[1, 2, 3, 4]	5	RF	0.2581858598952017	0.33949248512922864	5.5812982140142875	0.0	50.0	50.0
291	smut	[1, 2, 3, 4]	5	RF	0.26532755475163183	0.33472168429534344	5.643338089299285	0.0	50.0	100.0
292	smut	[1, 2, 3, 4]	5	RF	0.26532755475163183	0.33472168429534344	5.643338089299285	0.0	50.0	100.0
293	smut	[1, 2, 3, 4]	5	RF	0.26532755475163183	0.33472168429534344	5.643338089299285	0.0	50.0	100.0
294	smut	[1, 2, 3, 4]	5	RF	0.27832715609997144	0.3426836353324992	5.617934098050461	0.0	50.0	200.0
295	smut	[1, 2, 3, 4]	5	RF	0.27832715609997144	0.3426836353324992	5.617934098050461	0.0	50.0	200.0
296	smut	[1, 2, 3, 4]	5	RF	0.27832715609997144	0.3426836353324992	5.617934098050461	0.0	50.0	200.0
297	smut	[1, 2, 3, 4]	5	RF	0.2777552407069347	0.33976706453560135	5.611614663464332	0.0	50.0	500.0
298	smut	[1, 2, 3, 4]	5	RF	0.2777552407069347	0.33976706453560135	5.611614663464332	0.0	50.0	500.0
299	smut	[1, 2, 3, 4]	5	RF	0.2777552407069347	0.33976706453560135	5.611614663464332	0.0	50.0	500.0
300	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	100.0	50.0
301	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	100.0	50.0
302	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	100.0	50.0
303	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	100.0	100.0
304	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	100.0	100.0
305	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	100.0	100.0
306	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	100.0	200.0
307	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	100.0	200.0
308	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	100.0	200.0
309	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	100.0	500.0
310	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	100.0	500.0
311	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	100.0	500.0
312	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	500.0	50.0
313	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	500.0	50.0
314	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	500.0	50.0
315	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	500.0	100.0
316	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	500.0	100.0
317	smut	[1, 2, 3, 4]	5	RF	0.27343282057934676	0.3373419933878504	5.5933667677743575	0.0	500.0	100.0
318	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	500.0	200.0
319	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	500.0	200.0
320	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	500.0	200.0
321	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	500.0	500.0
322	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	500.0	500.0
323	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	500.0	500.0
324	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	1000.0	50.0
325	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	1000.0	50.0
326	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	1000.0	50.0
327	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	1000.0	100.0
328	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	1000.0	100.0
329	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	1000.0	100.0
330	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	1000.0	200.0
331	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.016666666666666666	1000.0	200.0
332	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	1000.0	200.0
333	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	1000.0	500.0
334	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	1000.0	500.0
335	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	1000.0	500.0
336	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	2000.0	50.0
337	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	2000.0	50.0
338	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	2000.0	50.0
339	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	2000.0	100.0
340	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	2000.0	100.0
341	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	2000.0	100.0
342	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	2000.0	200.0
343	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	2000.0	200.0
344	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	2000.0	200.0
345	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	2000.0	500.0
346	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	2000.0	500.0
347	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	2000.0	500.0
348	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	5000.0	50.0
349	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	5000.0	50.0
350	smut	[1, 2, 3, 4]	5	RF	0.2548709864836689	0.3275886414647644	5.596578400668794	0.0	5000.0	50.0
351	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	5000.0	100.0
352	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	5000.0	100.0
353	smut	[1, 2, 3, 4]	5	RF	0.2734328205793467	0.3373419933878504	5.5933667677743575	0.0	5000.0	100.0
354	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	5000.0	200.0
355	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	5000.0	200.0
356	smut	[1, 2, 3, 4]	5	RF	0.2781608350092423	0.33854808054767677	5.602081499142632	0.0	5000.0	200.0
357	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	5000.0	500.0
358	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	5000.0	500.0
359	smut	[1, 2, 3, 4]	5	RF	0.2905075228039289	0.3326173777321	5.625376699539498	0.0	5000.0	500.0
